Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-07-01 00:00:00+07:00,970.0,970.0,940.0,950.0,18632900,0.0,0.0
2022-07-04 00:00:00+07:00,955.0,960.0,910.0,925.0,18167900,0.0,0.0
2022-07-05 00:00:00+07:00,930.0,945.0,925.0,930.0,7029100,0.0,0.0
2022-07-06 00:00:00+07:00,930.0,930.0,905.0,915.0,12968300,0.0,0.0
2022-07-07 00:00:00+07:00,915.0,940.0,915.0,925.0,6117900,0.0,0.0
2022-07-08 00:00:00+07:00,935.0,940.0,915.0,920.0,7891700,0.0,0.0
2022-07-11 00:00:00+07:00,895.0,915.0,885.0,905.0,17378900,0.0,0.0
2022-07-12 00:00:00+07:00,910.0,920.0,900.0,915.0,14577300,0.0,0.0
2022-07-13 00:00:00+07:00,915.0,925.0,905.0,905.0,4518900,0.0,0.0
2022-07-14 00:00:00+07:00,905.0,915.0,900.0,915.0,3708000,0.0,0.0
2022-07-15 00:00:00+07:00,915.0,920.0,905.0,910.0,4940000,0.0,0.0
2022-07-18 00:00:00+07:00,930.0,935.0,900.0,910.0,7342200,0.0,0.0
2022-07-19 00:00:00+07:00,915.0,930.0,910.0,930.0,9717600,0.0,0.0
2022-07-20 00:00:00+07:00,940.0,945.0,930.0,930.0,12764900,0.0,0.0
2022-07-21 00:00:00+07:00,935.0,940.0,910.0,930.0,6753000,0.0,0.0
2022-07-22 00:00:00+07:00,930.0,930.0,915.0,920.0,9157700,0.0,0.0
2022-07-25 00:00:00+07:00,930.0,960.0,920.0,955.0,16771800,0.0,0.0
2022-07-26 00:00:00+07:00,960.0,965.0,940.0,950.0,17378100,0.0,0.0
2022-07-27 00:00:00+07:00,945.0,955.0,930.0,930.0,8672100,0.0,0.0
2022-07-28 00:00:00+07:00,940.0,950.0,935.0,935.0,7924100,0.0,0.0
2022-07-29 00:00:00+07:00,945.0,955.0,935.0,935.0,10904100,0.0,0.0
2022-08-01 00:00:00+07:00,935.0,955.0,930.0,930.0,9921300,0.0,0.0
2022-08-02 00:00:00+07:00,930.0,935.0,920.0,920.0,12959900,0.0,0.0
2022-08-03 00:00:00+07:00,920.0,930.0,920.0,925.0,7655400,0.0,0.0
2022-08-04 00:00:00+07:00,925.0,945.0,925.0,935.0,7987900,0.0,0.0
2022-08-05 00:00:00+07:00,935.0,995.0,935.0,980.0,56373200,0.0,0.0
2022-08-08 00:00:00+07:00,980.0,1015.0,980.0,1000.0,42024000,0.0,0.0
2022-08-09 00:00:00+07:00,1000.0,1005.0,985.0,990.0,10414400,0.0,0.0
2022-08-10 00:00:00+07:00,990.0,990.0,970.0,975.0,14760600,0.0,0.0
2022-08-11 00:00:00+07:00,980.0,1000.0,980.0,985.0,14032300,0.0,0.0
2022-08-12 00:00:00+07:00,985.0,1060.0,985.0,1050.0,86787600,0.0,0.0
2022-08-15 00:00:00+07:00,1050.0,1090.0,1050.0,1070.0,65543600,0.0,0.0
2022-08-16 00:00:00+07:00,1070.0,1085.0,1040.0,1060.0,26481100,0.0,0.0
2022-08-18 00:00:00+07:00,1060.0,1090.0,1045.0,1055.0,31385300,0.0,0.0
2022-08-19 00:00:00+07:00,1060.0,1070.0,1040.0,1045.0,13636100,0.0,0.0
2022-08-22 00:00:00+07:00,1045.0,1045.0,1000.0,1020.0,31974000,0.0,0.0
2022-08-23 00:00:00+07:00,1005.0,1040.0,1005.0,1015.0,26373300,0.0,0.0
2022-08-24 00:00:00+07:00,1020.0,1060.0,1015.0,1035.0,26306700,0.0,0.0
2022-08-25 00:00:00+07:00,1035.0,1045.0,1020.0,1040.0,10548100,0.0,0.0
2022-08-26 00:00:00+07:00,1050.0,1055.0,1020.0,1025.0,11897900,0.0,0.0
2022-08-29 00:00:00+07:00,1005.0,1020.0,1005.0,1005.0,16792000,0.0,0.0
2022-08-30 00:00:00+07:00,1010.0,1065.0,1010.0,1065.0,36523600,0.0,0.0
2022-08-31 00:00:00+07:00,1070.0,1090.0,1050.0,1070.0,71796700,0.0,0.0
2022-09-01 00:00:00+07:00,1070.0,1080.0,1050.0,1060.0,22913400,0.0,0.0
2022-09-02 00:00:00+07:00,1060.0,1075.0,1040.0,1050.0,16352900,0.0,0.0
2022-09-05 00:00:00+07:00,1045.0,1085.0,1035.0,1070.0,20936400,0.0,0.0
2022-09-06 00:00:00+07:00,1075.0,1080.0,1050.0,1060.0,19560100,0.0,0.0
2022-09-07 00:00:00+07:00,1060.0,1070.0,1025.0,1025.0,27104500,0.0,0.0
2022-09-08 00:00:00+07:00,1025.0,1055.0,1025.0,1040.0,17077400,0.0,0.0
2022-09-09 00:00:00+07:00,1045.0,1050.0,1025.0,1035.0,10027000,0.0,0.0
2022-09-12 00:00:00+07:00,1040.0,1045.0,1025.0,1040.0,9593700,0.0,0.0
2022-09-13 00:00:00+07:00,1040.0,1085.0,1035.0,1065.0,47588400,0.0,0.0
2022-09-14 00:00:00+07:00,1050.0,1085.0,1045.0,1070.0,40257000,0.0,0.0
2022-09-15 00:00:00+07:00,1085.0,1115.0,1070.0,1070.0,76373100,0.0,0.0
2022-09-16 00:00:00+07:00,1070.0,1110.0,1065.0,1100.0,59276200,0.0,0.0
2022-09-19 00:00:00+07:00,1110.0,1135.0,1085.0,1100.0,30214200,0.0,0.0
2022-09-20 00:00:00+07:00,1110.0,1115.0,1060.0,1095.0,20713000,0.0,0.0
2022-09-21 00:00:00+07:00,1085.0,1085.0,1020.0,1030.0,79530000,0.0,0.0
2022-09-22 00:00:00+07:00,1015.0,1035.0,1005.0,1020.0,25604400,0.0,0.0
2022-09-23 00:00:00+07:00,1035.0,1045.0,1015.0,1015.0,18308100,0.0,0.0
2022-09-26 00:00:00+07:00,1005.0,1005.0,950.0,960.0,76215500,0.0,0.0
2022-09-27 00:00:00+07:00,960.0,970.0,935.0,965.0,26906900,0.0,0.0
2022-09-28 00:00:00+07:00,960.0,965.0,930.0,935.0,20793100,0.0,0.0
2022-09-29 00:00:00+07:00,945.0,950.0,925.0,930.0,23729900,0.0,0.0
2022-09-30 00:00:00+07:00,930.0,940.0,910.0,925.0,19031000,0.0,0.0
2022-10-03 00:00:00+07:00,925.0,945.0,920.0,925.0,16051100,0.0,0.0
2022-10-04 00:00:00+07:00,940.0,945.0,925.0,935.0,11887200,0.0,0.0
2022-10-05 00:00:00+07:00,940.0,950.0,930.0,930.0,14277300,0.0,0.0
2022-10-06 00:00:00+07:00,930.0,955.0,930.0,945.0,9641900,0.0,0.0
2022-10-07 00:00:00+07:00,945.0,955.0,930.0,955.0,12906700,0.0,0.0
2022-10-10 00:00:00+07:00,940.0,945.0,925.0,925.0,10814700,0.0,0.0
2022-10-11 00:00:00+07:00,925.0,940.0,920.0,930.0,11165600,0.0,0.0
2022-10-12 00:00:00+07:00,930.0,945.0,910.0,920.0,14451700,0.0,0.0
2022-10-13 00:00:00+07:00,920.0,925.0,905.0,920.0,10974000,0.0,0.0
2022-10-14 00:00:00+07:00,925.0,935.0,915.0,935.0,11498300,0.0,0.0
2022-10-17 00:00:00+07:00,935.0,935.0,905.0,920.0,12636100,0.0,0.0
2022-10-18 00:00:00+07:00,925.0,930.0,875.0,880.0,37394900,0.0,0.0
2022-10-19 00:00:00+07:00,880.0,890.0,860.0,885.0,17455700,0.0,0.0
2022-10-20 00:00:00+07:00,885.0,910.0,885.0,905.0,8257100,0.0,0.0
2022-10-21 00:00:00+07:00,910.0,920.0,905.0,905.0,7987300,0.0,0.0
2022-10-24 00:00:00+07:00,910.0,915.0,895.0,895.0,10450200,0.0,0.0
2022-10-25 00:00:00+07:00,900.0,915.0,895.0,900.0,10641300,0.0,0.0
2022-10-26 00:00:00+07:00,905.0,925.0,905.0,905.0,17833900,0.0,0.0
2022-10-27 00:00:00+07:00,910.0,920.0,900.0,910.0,6475200,0.0,0.0
2022-10-28 00:00:00+07:00,910.0,915.0,900.0,910.0,4649900,0.0,0.0
2022-10-31 00:00:00+07:00,910.0,930.0,910.0,910.0,10545000,0.0,0.0
2022-11-01 00:00:00+07:00,915.0,925.0,910.0,920.0,6353700,0.0,0.0
2022-11-02 00:00:00+07:00,920.0,925.0,900.0,910.0,7242500,0.0,0.0
2022-11-03 00:00:00+07:00,910.0,915.0,905.0,905.0,4842300,0.0,0.0
2022-11-04 00:00:00+07:00,905.0,910.0,895.0,905.0,9618500,0.0,0.0
2022-11-07 00:00:00+07:00,905.0,945.0,900.0,945.0,18665200,0.0,0.0
2022-11-08 00:00:00+07:00,950.0,955.0,930.0,940.0,12855200,0.0,0.0
2022-11-09 00:00:00+07:00,935.0,955.0,935.0,940.0,11392900,0.0,0.0
2022-11-10 00:00:00+07:00,940.0,940.0,915.0,925.0,8228100,0.0,0.0
2022-11-11 00:00:00+07:00,945.0,945.0,930.0,935.0,10580500,0.0,0.0
2022-11-14 00:00:00+07:00,935.0,940.0,920.0,930.0,6514300,0.0,0.0
2022-11-15 00:00:00+07:00,930.0,935.0,915.0,925.0,5695200,0.0,0.0
2022-11-16 00:00:00+07:00,925.0,925.0,910.0,910.0,7024700,0.0,0.0
2022-11-17 00:00:00+07:00,910.0,950.0,910.0,935.0,22332600,0.0,0.0
2022-11-18 00:00:00+07:00,940.0,950.0,925.0,930.0,9391400,0.0,0.0
2022-11-21 00:00:00+07:00,930.0,935.0,915.0,920.0,4748300,0.0,0.0
2022-11-22 00:00:00+07:00,920.0,930.0,910.0,915.0,6795300,0.0,0.0
2022-11-23 00:00:00+07:00,920.0,930.0,915.0,920.0,8502200,0.0,0.0
2022-11-24 00:00:00+07:00,925.0,935.0,920.0,925.0,13873200,0.0,0.0
2022-11-25 00:00:00+07:00,930.0,945.0,920.0,925.0,14070800,0.0,0.0
2022-11-28 00:00:00+07:00,920.0,930.0,880.0,900.0,27821300,0.0,0.0
2022-11-29 00:00:00+07:00,895.0,910.0,885.0,905.0,11985300,0.0,0.0
2022-11-30 00:00:00+07:00,910.0,930.0,900.0,930.0,18652300,0.0,0.0
2022-12-01 00:00:00+07:00,915.0,920.0,900.0,905.0,13821000,0.0,0.0
2022-12-02 00:00:00+07:00,905.0,915.0,895.0,905.0,5346300,0.0,0.0
2022-12-05 00:00:00+07:00,905.0,915.0,890.0,890.0,8451600,0.0,0.0
2022-12-06 00:00:00+07:00,895.0,895.0,855.0,865.0,19378800,0.0,0.0
2022-12-07 00:00:00+07:00,865.0,870.0,815.0,825.0,28315500,0.0,0.0
2022-12-08 00:00:00+07:00,830.0,860.0,805.0,855.0,17732000,0.0,0.0
2022-12-09 00:00:00+07:00,855.0,860.0,815.0,820.0,12086300,0.0,0.0
2022-12-12 00:00:00+07:00,820.0,835.0,815.0,815.0,9274800,0.0,0.0
2022-12-13 00:00:00+07:00,820.0,830.0,810.0,810.0,15186500,0.0,0.0
2022-12-14 00:00:00+07:00,815.0,820.0,780.0,795.0,16661600,0.0,0.0
2022-12-15 00:00:00+07:00,800.0,825.0,795.0,820.0,9813600,0.0,0.0
2022-12-16 00:00:00+07:00,820.0,820.0,805.0,810.0,4022700,0.0,0.0
2022-12-19 00:00:00+07:00,805.0,810.0,800.0,805.0,3548100,0.0,0.0
2022-12-20 00:00:00+07:00,805.0,810.0,800.0,805.0,3289600,0.0,0.0
2022-12-21 00:00:00+07:00,805.0,825.0,805.0,825.0,6579700,0.0,0.0
2022-12-22 00:00:00+07:00,830.0,845.0,820.0,835.0,10753600,0.0,0.0
2022-12-23 00:00:00+07:00,830.0,840.0,820.0,830.0,3553600,0.0,0.0
2022-12-26 00:00:00+07:00,835.0,835.0,810.0,815.0,6300700,0.0,0.0
2022-12-27 00:00:00+07:00,820.0,825.0,810.0,810.0,3009400,0.0,0.0
2022-12-28 00:00:00+07:00,815.0,815.0,800.0,810.0,7964200,0.0,0.0
2022-12-29 00:00:00+07:00,810.0,820.0,805.0,810.0,2569200,0.0,0.0
